season,reception,passing_yards,pass_touchdown,rush_touchdown,interception,fumble_lost,rushing_yards,two_pt,receiving_yards,receive_touchdown,id,fantasy_pts
2015,13,0.0,0.0,0.0,0.0,1.0,7.0,0.0,153.0,0.0,00-0031326,27.0
2017,29,0.0,0.0,0.0,0.0,0.0,17.0,0.0,330.0,2.0,00-0031326,75.7
2018,31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,224.0,1.0,00-0031326,59.60000000000001
2014,21,0.0,0.0,0.0,0.0,1.0,95.0,0.0,296.0,2.0,00-0031118,70.1
2015,31,0.0,0.0,0.0,0.0,0.0,38.0,0.0,447.0,4.0,00-0031118,103.5
2016,27,0.0,0.0,0.0,0.0,1.0,6.0,0.0,271.0,1.0,00-0031118,58.7
2014,17,0.0,0.0,2.0,0.0,0.0,424.0,0.0,143.0,0.0,00-0030513,85.7
2015,41,0.0,0.0,6.0,0.0,1.0,1066.0,0.0,232.0,0.0,00-0030513,204.8
2016,33,0.0,0.0,12.0,0.0,1.0,788.0,0.0,264.0,0.0,00-0030513,208.20000000000002
2017,15,0.0,0.0,8.0,0.0,0.0,842.0,0.0,103.0,0.0,00-0030513,157.5
2018,22,0.0,0.0,6.0,0.0,0.0,578.0,1.0,141.0,0.0,00-0030513,131.9
2019,34,0.0,0.0,5.0,0.0,0.0,637.0,0.0,235.0,1.0,00-0030513,157.2
2020,23,0.0,0.0,4.0,0.0,0.0,656.0,0.0,176.0,1.0,00-0030513,136.20000000000002
2021,10,0.0,0.0,5.0,0.0,0.0,351.0,0.0,75.0,0.0,00-0030513,82.6
2022,26,0.0,0.0,5.0,0.0,0.0,657.0,1.0,117.0,0.0,00-0030513,135.4
2023,17,0.0,0.0,4.0,0.0,0.0,300.0,0.0,119.0,0.0,00-0030513,82.9
2014,8,0.0,0.0,1.0,0.0,0.0,75.0,0.0,107.0,0.0,00-0031008,32.2
2014,21,0.0,0.0,0.0,0.0,0.0,122.0,0.0,187.0,1.0,00-0030874,57.900000000000006
2015,21,0.0,0.0,0.0,0.0,1.0,59.0,0.0,142.0,1.0,00-0030874,45.1
2016,23,0.0,0.0,3.0,0.0,1.0,115.0,0.0,249.0,3.0,00-0030874,93.4
2017,20,0.0,0.0,0.0,0.0,0.0,181.0,0.0,155.0,1.0,00-0030874,59.6
2018,23,0.0,0.0,4.0,0.0,1.0,256.0,0.0,160.0,2.0,00-0030874,98.6
2019,30,0.0,0.0,5.0,0.0,1.0,498.0,0.0,213.0,2.0,00-0030874,141.10000000000002
2021,13,0.0,0.0,2.0,0.0,0.0,164.0,0.0,70.0,0.0,00-0030874,48.400000000000006
2022,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,00-0030874,0.2
2023,2,0.0,0.0,0.0,0.0,0.0,43.0,0.0,12.0,0.0,00-0030874,7.5
2014,84,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,758.0,5.0,00-0031382,181.39999999999998
2015,110,9.0,0.0,1.0,0.0,0.0,113.0,1.0,1157.0,4.0,00-0031382,269.36
2016,94,0.0,0.0,0.0,0.0,2.0,17.0,1.0,1136.0,4.0,00-0031382,231.3
2017,112,0.0,0.0,0.0,0.0,3.0,-7.0,0.0,987.0,9.0,00-0031382,258.0
2018,81,63.0,0.0,1.0,0.0,1.0,60.0,1.0,976.0,4.0,00-0031382,217.12
2019,83,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1174.0,6.0,00-0031382,237.4
2020,72,74.0,1.0,1.0,0.0,0.0,10.0,0.0,840.0,3.0,00-0031382,187.96
2021,46,0.0,0.0,2.0,0.0,2.0,40.0,0.0,495.0,1.0,00-0031382,113.5
2022,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.0,1.0,00-0031382,60.2
2014,2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,15.0,1.0,00-0029729,11.7
2015,5,0.0,0.0,1.0,0.0,0.0,9.0,0.0,30.0,0.0,00-0029729,14.9
2014,0,175.0,0.0,1.0,2.0,0.0,29.0,0.0,0.0,0.0,00-0031409,11.9
2015,0,1500.0,7.0,0.0,5.0,3.0,230.0,0.0,0.0,0.0,00-0031409,95.0
2014,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,00-0031053,-0.29999999999999993
2013,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,00-0030460,12.4
2014,53,0.0,0.0,0.0,0.0,0.0,19.0,0.0,654.0,2.0,00-0030460,132.3
2015,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,749.0,5.0,00-0030460,150.9
2016,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,00-0030460,17.1
2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,00-0030460,8.100000000000001
2014,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,00-0030839,1.9000000000000001
2009,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,701.0,3.0,00-0027006,128.10000000000002
2010,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,775.0,9.0,00-0027006,173.5
2011,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,289.0,3.0,00-0027006,61.900000000000006
2012,45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,589.0,4.0,00-0027006,127.9
2013,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,00-0027006,20.6
2014,48,0.0,0.0,0.0,0.0,0.0,14.0,0.0,748.0,3.0,00-0027006,142.2
2015,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,3.0,00-0027006,122.10000000000001
2016,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1002.0,5.0,00-0027006,196.2
2017,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,2.0,00-0027006,57.6
2014,8,0.0,0.0,4.0,0.0,1.0,292.0,0.0,114.0,0.0,00-0031066,70.60000000000001
2015,5,0.0,0.0,1.0,0.0,0.0,47.0,0.0,29.0,0.0,00-0031066,18.6
2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,00-0031066,4.0
2014,3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,18.0,0.0,00-0030985,7.8
2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,00-0027061,16.4
2010,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,1.0,00-0027061,71.1
2011,49,0.0,0.0,0.0,0.0,2.0,0.0,0.0,759.0,3.0,00-0027061,138.9
2012,44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,524.0,4.0,00-0027061,118.4
2013,51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,671.0,5.0,00-0027061,146.10000000000002
2014,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,3.0,00-0027061,133.4
2015,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,00-0027061,87.1
2016,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,377.0,1.0,00-0027061,71.7
2017,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,688.0,2.0,00-0027061,132.8
2018,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,6.0,00-0027061,193.60000000000002
2019,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,9.0,00-0027061,167.5
2020,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,504.0,7.0,00-0027061,127.4
2021,44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,484.0,4.0,00-0027061,120.4
2014,32,0.0,0.0,0.0,0.0,0.0,17.0,0.0,444.0,3.0,00-0031339,96.10000000000001
2015,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,6.0,00-0031339,173.3
2016,30,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,307.0,7.0,00-0031339,102.60000000000001
2017,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,2.0,00-0031339,77.1
2018,48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,672.0,3.0,00-0031339,131.2
2019,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,00-0031339,5.8
2020,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,00-0031339,2.9
2014,0,2908.0,11.0,0.0,17.0,1.0,419.0,1.0,0.0,0.0,00-0031407,168.22
2015,0,4428.0,35.0,2.0,18.0,5.0,310.0,1.0,0.0,0.0,00-0031407,316.12
2016,1,3905.0,23.0,3.0,16.0,6.0,359.0,2.0,20.0,1.0,00-0031407,271.1
2017,0,3687.0,21.0,2.0,13.0,3.0,322.0,3.0,0.0,0.0,00-0031407,249.68
2018,0,2718.0,13.0,1.0,11.0,4.0,365.0,0.0,0.0,0.0,00-0031407,173.22
2019,0,3.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,00-0031407,-0.78
2014,0,2919.0,14.0,1.0,12.0,0.0,209.0,2.0,0.0,0.0,00-0031237,179.66
2015,0,3231.0,14.0,3.0,9.0,3.0,192.0,1.0,0.0,0.0,00-0031237,200.44
2017,0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,00-0031237,-2.3
2018,0,118.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,00-0031237,7.219999999999999
2019,0,1384.0,9.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,00-0031237,90.46
2020,0,3733.0,15.0,5.0,11.0,3.0,279.0,1.0,0.0,0.0,00-0031237,241.22
2021,0,3052.0,18.0,2.0,7.0,1.0,106.0,1.0,0.0,0.0,00-0031237,202.67999999999998
2022,0,683.0,4.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,00-0031237,38.02
2023,0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,00-0031237,-0.2
2014,36,0.0,0.0,3.0,0.0,0.0,582.0,0.0,271.0,1.0,00-0031277,145.3
2015,13,0.0,0.0,0.0,0.0,0.0,108.0,0.0,112.0,0.0,00-0031277,35.0
2017,6,0.0,0.0,0.0,0.0,0.0,83.0,0.0,26.0,0.0,00-0031277,16.900000000000002
2014,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,00-0030780,18.6
2015,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,00-0030780,17.9
2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,00-0030780,3.3
2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,00-0030780,4.2
2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,00-0030780,7.1
2014,5,0.0,0.0,0.0,0.0,0.0,78.0,0.0,31.0,0.0,00-0031123,15.9
2014,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0029401,-2.0
2014,5,0.0,0.0,1.0,0.0,0.0,23.0,0.0,48.0,0.0,00-0030860,18.1
2015,3,0.0,0.0,1.0,0.0,0.0,153.0,0.0,31.0,0.0,00-0030860,27.400000000000002
2016,2,0.0,0.0,2.0,0.0,0.0,111.0,0.0,12.0,0.0,00-0030860,26.3
2017,19,0.0,0.0,5.0,0.0,0.0,751.0,1.0,116.0,0.0,00-0030860,137.70000000000002
2014,0,182.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,00-0031345,12.180000000000001
2015,0,6.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,00-0031345,-0.26
2016,1,502.0,4.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,00-0031345,35.98
2017,1,1560.0,7.0,1.0,5.0,0.0,11.0,0.0,-6.0,0.0,00-0031345,87.9
2018,0,718.0,5.0,0.0,3.0,0.0,33.0,1.0,0.0,0.0,00-0031345,48.019999999999996
2019,0,3978.0,27.0,1.0,13.0,5.0,62.0,2.0,0.0,0.0,00-0031345,247.32
2020,0,1096.0,7.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,00-0031345,64.34
2021,0,3494.0,19.0,3.0,10.0,3.0,46.0,1.0,0.0,0.0,00-0031345,214.35999999999999
2022,0,2437.0,16.0,2.0,4.0,2.0,33.0,0.0,0.0,0.0,00-0031345,164.78000000000003
2023,0,1205.0,7.0,0.0,9.0,0.0,39.0,1.0,0.0,0.0,00-0031345,64.1
2014,5,0.0,0.0,0.0,0.0,0.0,38.0,0.0,23.0,0.0,00-0031062,11.100000000000001
2015,40,0.0,0.0,2.0,0.0,0.0,56.0,0.0,410.0,4.0,00-0031062,122.6
2016,60,0.0,0.0,0.0,0.0,0.0,166.0,0.0,551.0,5.0,00-0031062,161.7
2017,56,0.0,0.0,0.0,0.0,0.0,171.0,0.0,429.0,3.0,00-0031062,134.0
2018,87,0.0,0.0,5.0,0.0,0.0,425.0,0.0,751.0,7.0,00-0031062,276.6
2019,72,35.0,0.0,1.0,0.0,0.0,263.0,1.0,645.0,5.0,00-0031062,202.2
2020,49,0.0,0.0,2.0,0.0,0.0,121.0,0.0,375.0,1.0,00-0031062,116.6
2021,12,0.0,0.0,1.0,0.0,0.0,38.0,0.0,94.0,0.0,00-0031062,31.200000000000003
2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0027114,0.0
2023,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0027114,0.72
2014,0,1412.0,8.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,00-0031266,70.88000000000001
2015,0,935.0,4.0,1.0,7.0,2.0,8.0,0.0,0.0,0.0,00-0031266,42.199999999999996
2014,0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0031260,7.24
2017,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,00-0031260,19.7
2018,12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,00-0031260,20.3
2019,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,1.0,00-0031260,39.3
2020,72,28.0,0.0,0.0,0.0,0.0,5.0,0.0,670.0,6.0,00-0031260,176.62
2021,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196.0,3.0,00-0031260,53.6
2022,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,00-0031260,73.7
2023,54,0.0,0.0,0.0,0.0,2.0,2.0,1.0,487.0,4.0,00-0031260,124.9
2014,4,0.0,0.0,3.0,0.0,0.0,272.0,0.0,25.0,0.0,00-0030705,51.7
2015,6,0.0,0.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,00-0030705,15.900000000000002
2016,0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,00-0030705,8.6
2013,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2.0,00-0029033,61.900000000000006
2014,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,00-0029033,2.3000000000000003
2015,19,0.0,0.0,0.0,0.0,2.0,0.0,0.0,205.0,1.0,00-0029033,41.5
2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,00-0029033,4.2
2017,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,00-0029033,6.300000000000001
2014,0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,00-0030247,7.300000000000001
2015,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00-0030247,0.1
2014,23,0.0,0.0,1.0,0.0,0.0,113.0,0.0,156.0,0.0,00-0031060,55.9
2015,17,0.0,0.0,1.0,0.0,1.0,34.0,0.0,140.0,1.0,00-0031060,44.4
2016,7,0.0,0.0,0.0,0.0,0.0,29.0,0.0,35.0,0.0,00-0031060,13.4
2017,14,0.0,0.0,0.0,0.0,0.0,4.0,0.0,143.0,2.0,00-0031060,40.7
2018,3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,1.0,00-0031060,12.5
2019,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,00-0031060,2.1
2014,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,00-0024796,0.30000000000000004
2014,1,0.0,0.0,2.0,0.0,0.0,86.0,0.0,-4.0,0.0,00-0031243,21.200000000000003
2011,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,00-0027595,5.7
2014,6,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,57.0,0.0,00-0027595,11.5
2015,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,1.0,00-0027595,74.80000000000001
2016,24,0.0,0.0,0.0,0.0,1.0,4.0,0.0,231.0,2.0,00-0027595,57.5
2014,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0031268,-2.0
2016,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,00-0031268,28.200000000000003
2014,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,00-0030710,1.0
2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,00-0030710,8.4
2016,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,1.0,00-0030710,75.7
2017,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248.0,5.0,00-0030710,79.8
2018,54,0.0,0.0,0.0,0.0,1.0,2.0,1.0,569.0,6.0,00-0030710,147.10000000000002
2019,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,00-0030710,22.4
2020,28,0.0,0.0,2.0,0.0,0.0,3.0,0.0,250.0,3.0,00-0030710,83.3
2014,0,60.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0030586,2.0999999999999996
2015,0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0030586,6.720000000000001
2014,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,00-0030142,0.0
2014,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0031269,-2.0
2014,16,0.0,0.0,4.0,0.0,1.0,765.0,0.0,148.0,1.0,00-0031391,135.3
2015,18,0.0,0.0,1.0,0.0,1.0,207.0,0.0,88.0,0.0,00-0031391,51.5
2014,37,0.0,0.0,0.0,0.0,0.0,9.0,0.0,422.0,1.0,00-0031431,86.1
2015,15,0.0,0.0,0.0,0.0,0.0,38.0,0.0,191.0,1.0,00-0031431,43.900000000000006
2016,63,20.0,1.0,0.0,0.0,1.0,35.0,0.0,851.0,3.0,00-0031431,172.4
2017,56,0.0,0.0,0.0,0.0,0.0,17.0,1.0,702.0,3.0,00-0031431,147.9
2019,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,00-0031431,4.9
2014,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0030114,-2.0
2015,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,00-0030114,1.0
2014,91,0.0,0.0,0.0,0.0,1.0,35.0,0.0,1305.0,12.0,00-0031235,295.0
2015,96,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1454.0,13.0,00-0031235,319.70000000000005
2016,101,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1367.0,10.0,00-0031235,296.6
2017,25,0.0,0.0,0.0,0.0,0.0,8.0,0.0,302.0,3.0,00-0031235,74.0
2018,77,106.0,2.0,0.0,0.0,1.0,19.0,0.0,1052.0,6.0,00-0031235,230.34
2019,75,20.0,0.0,0.0,0.0,1.0,10.0,0.0,1091.0,5.0,00-0031235,213.9
2020,23,18.0,0.0,1.0,0.0,0.0,72.0,0.0,319.0,3.0,00-0031235,86.82000000000001
2021,42,0.0,0.0,0.0,0.0,0.0,14.0,0.0,519.0,5.0,00-0031235,125.30000000000001
2023,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,565.0,3.0,00-0031235,107.5
2024,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,00-0031235,14.5
2014,1,0.0,0.0,5.0,0.0,0.0,412.0,0.0,7.0,0.0,00-0029104,72.9
2015,7,0.0,0.0,0.0,0.0,0.0,176.0,0.0,76.0,0.0,00-0029104,32.2
2014,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,105.0,0.0,00-0029119,19.7
2015,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,00-0029119,37.1
2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,00-0029119,3.0
2017,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,00-0029119,15.100000000000001
2018,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,00-0029119,19.7
2019,13,0.0,0.0,0.0,0.0,0.0,27.0,0.0,108.0,1.0,00-0029119,32.5
2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,00-0029119,2.4000000000000004
2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,00-0029119,3.3
2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,00-0027844,2.0
2011,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,00-0027844,11.3
2012,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,00-0027844,26.3
2013,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,00-0027844,15.7
2014,9,0.0,0.0,0.0,0.0,1.0,4.0,0.0,27.0,1.0,00-0027844,16.1
2014,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,00-0031187,17.8
2013,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,4.0,00-0030000,102.6
2014,21,0.0,0.0,0.0,0.0,0.0,5.0,0.0,262.0,0.0,00-0030000,47.7
2015,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,00-0030000,33.5
2014,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,1.0,00-0029394,34.1
2015,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119.0,0.0,00-0029394,18.9
2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,00-0029394,3.7
2017,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,00-0029394,20.8
2014,7,0.0,0.0,1.0,0.0,0.0,41.0,0.0,29.0,0.0,00-0030999,20.0
2014,26,0.0,0.0,0.0,0.0,0.0,12.0,0.0,549.0,8.0,00-0031373,130.10000000000002
2015,50,0.0,0.0,1.0,0.0,1.0,37.0,0.0,765.0,6.0,00-0031373,170.2
2017,50,0.0,0.0,0.0,0.0,0.0,22.0,1.0,603.0,3.0,00-0031373,132.5
2018,19,0.0,0.0,0.0,0.0,1.0,23.0,0.0,266.0,0.0,00-0031373,45.900000000000006
2014,5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,91.0,0.0,00-0031291,17.1
2016,13,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,106.0,0.0,00-0031291,23.0
2014,19,0.0,0.0,1.0,0.0,1.0,185.0,0.0,190.0,0.0,00-0031390,60.5
2015,51,0.0,0.0,0.0,0.0,2.0,529.0,0.0,561.0,4.0,00-0031390,180.0
2016,24,0.0,0.0,1.0,0.0,1.0,149.0,0.0,190.0,1.0,00-0031390,67.9
2017,35,0.0,0.0,0.0,0.0,1.0,95.0,0.0,252.0,1.0,00-0031390,73.7
2014,0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,00-0026691,-0.8
2014,0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,00-0031079,-1.2000000000000002
2017,0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0031079,5.52
2014,7,0.0,0.0,1.0,0.0,0.0,27.0,0.0,49.0,0.0,00-0030288,20.6
2015,10,0.0,0.0,0.0,0.0,1.0,4.0,0.0,94.0,1.0,00-0030288,23.8
2016,17,0.0,0.0,2.0,0.0,1.0,344.0,0.0,145.0,0.0,00-0030288,75.9
2017,30,0.0,0.0,5.0,0.0,0.0,264.0,0.0,254.0,3.0,00-0030288,129.8
2018,14,0.0,0.0,0.0,0.0,1.0,186.0,0.0,131.0,1.0,00-0030288,49.7
2019,27,0.0,0.0,3.0,0.0,1.0,302.0,0.0,279.0,0.0,00-0030288,101.10000000000001
2020,25,0.0,0.0,3.0,0.0,0.0,274.0,0.0,192.0,3.0,00-0030288,107.60000000000001
2021,22,0.0,0.0,3.0,0.0,0.0,403.0,0.0,144.0,0.0,00-0030288,94.70000000000002
2022,36,0.0,0.0,0.0,0.0,0.0,80.0,0.0,203.0,1.0,00-0030288,70.3
2014,65,0.0,0.0,0.0,0.0,1.0,8.0,0.0,982.0,6.0,00-0031325,198.0
2015,60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1047.0,9.0,00-0031325,218.8
2016,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,2.0,00-0031325,83.0
2017,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,8.0,00-0031325,146.3
2018,40,0.0,0.0,0.0,0.0,0.0,52.0,0.0,519.0,3.0,00-0031325,115.10000000000001
2019,52,0.0,0.0,0.0,0.0,1.0,12.0,1.0,673.0,3.0,00-0031325,138.5
2020,37,0.0,0.0,0.0,1.0,1.0,3.0,0.0,421.0,2.0,00-0031325,87.4
2021,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,394.0,1.0,00-0031325,70.4
2022,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,00-0031325,38.6
2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0028309,0.0
2014,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,00-0027914,4.800000000000001
2014,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,00-0031257,62.1
2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,00-0031257,5.0
2016,21,0.0,0.0,0.0,0.0,0.0,5.0,0.0,288.0,1.0,00-0031257,56.3
2017,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,6.0,00-0031257,150.3
2018,20,0.0,0.0,0.0,0.0,0.0,9.0,0.0,262.0,2.0,00-0031257,59.1
2019,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,2.0,00-0031257,64.5
2011,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133.0,0.0,00-0028007,23.3
2012,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,00-0028007,86.7
2013,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,1.0,00-0028007,90.4
2014,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,0.0,00-0028007,22.0
2015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,00-0028007,7.300000000000001
2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0028496,0.0
2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0028496,0.0
2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,00-0029048,2.1
2014,9,0.0,0.0,0.0,0.0,0.0,88.0,0.0,62.0,0.0,00-0029048,24.0
2016,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,00-0029048,0.7000000000000001
2014,0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,00-0029463,-0.2
2014,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0030127,-2.0
